Continent,Country,Year,Export/import,Plastic Type,Ban,Trade Value
Europe,Romania,2007,Import,All Scrap Plastics,No,185338
Europe,Russia,2007,Import,All Scrap Plastics,No,123028
Europe,Slovenia,2007,Import,All Scrap Plastics,No,77652
Europe,Sweden,2007,Import,All Scrap Plastics,No,308186
Europe,Ukraine,2007,Import,All Scrap Plastics,No,10752
North America,Canada,2007,Import,All Scrap Plastics,No,1980679
North America,Cuba,2007,Import,All Scrap Plastics,No,202167
North America,Dominican Republic,2007,Import,All Scrap Plastics,No,81600
North America,Mexico,2007,Import,All Scrap Plastics,No,1896972
North America,United States,2007,Import,All Scrap Plastics,No,29380231
Oceania,Australia,2007,Import,All Scrap Plastics,No,76252
Oceania,New Zealand,2007,Import,All Scrap Plastics,No,867108
South America,Brazil,2007,Import,All Scrap Plastics,No,70943
South America,Ecuador,2007,Import,All Scrap Plastics,No,8118
Africa,Kenya,2008,Import,All Scrap Plastics,No,11677
Africa,Libya,2008,Import,All Scrap Plastics,No,10343
Africa,Niger,2008,Import,All Scrap Plastics,No,212736
Africa,Rwanda,2008,Import,All Scrap Plastics,No,12030
Africa,Tunisia,2008,Import,All Scrap Plastics,No,16648
Africa,Tanzania,2008,Import,All Scrap Plastics,No,5077
Africa,South Africa,2008,Import,All Scrap Plastics,No,30962
Asia,Afghanistan,2008,Import,All Scrap Plastics,No,5959
Asia,United Arab Emirates,2008,Import,All Scrap Plastics,No,2225013
Asia,Bangladesh,2008,Import,All Scrap Plastics,No,71474
Asia,Bahrain,2008,Import,All Scrap Plastics,No,9286
Asia,Bhutan,2008,Import,All Scrap Plastics,No,27577
Asia,China,2008,Import,All Scrap Plastics,No,650160
Asia,Cyprus,2008,Import,All Scrap Plastics,No,93004
Asia,Hong Kong,2008,Import,All Scrap Plastics,No,554447
Asia,Indonesia,2008,Import,All Scrap Plastics,No,59502
Asia,Iran,2008,Import,All Scrap Plastics,No,15790
Asia,Israel,2008,Import,All Scrap Plastics,No,44689
Asia,Japan,2008,Import,All Scrap Plastics,No,911927
Asia,South Korea,2008,Import,All Scrap Plastics,No,367742
Asia,Kuwait,2008,Import,All Scrap Plastics,No,347660
Asia,Sri Lanka,2008,Import,All Scrap Plastics,No,472004
Asia,Maldives,2008,Import,All Scrap Plastics,No,12085
Asia,Malaysia,2008,Import,All Scrap Plastics,No,2660438
Asia,Nepal,2008,Import,All Scrap Plastics,No,61639
Asia,Pakistan,2008,Import,All Scrap Plastics,No,44938
Asia,Saudi Arabia,2008,Import,All Scrap Plastics,No,1363821
Asia,Singapore,2008,Import,All Scrap Plastics,No,779624
Asia,Thailand,2008,Import,All Scrap Plastics,No,568072
Asia,Turkey,2008,Import,All Scrap Plastics,No,26705
Asia,Vietnam,2008,Import,All Scrap Plastics,No,17028
Asia,Chinese Taipei,2008,Import,All Scrap Plastics,No,186064
Asia,Yemen,2008,Import,All Scrap Plastics,No,546604
Europe,Austria,2008,Import,All Scrap Plastics,No,21484
Europe,Belgium,2008,Import,All Scrap Plastics,No,11648844
Europe,Belarus,2008,Import,All Scrap Plastics,No,14700
Europe,Switzerland,2008,Import,All Scrap Plastics,No,179343
Europe,Czechia,2008,Import,All Scrap Plastics,No,22989
Europe,Germany,2008,Import,All Scrap Plastics,No,6066391
Europe,Denmark,2008,Import,All Scrap Plastics,No,43792
Europe,Spain,2008,Import,All Scrap Plastics,No,2135881
Europe,Estonia,2008,Import,All Scrap Plastics,No,6636
Europe,Finland,2008,Import,All Scrap Plastics,No,124252
Europe,France,2008,Import,All Scrap Plastics,No,2413283
Europe,United Kingdom,2008,Import,All Scrap Plastics,No,5769464
Europe,Greece,2008,Import,All Scrap Plastics,No,526134
Europe,Ireland,2008,Import,All Scrap Plastics,No,47861
Europe,Iceland,2008,Import,All Scrap Plastics,No,138
Europe,Italy,2008,Import,All Scrap Plastics,No,1835966
Europe,Lithuania,2008,Import,All Scrap Plastics,No,8658
Europe,Malta,2008,Import,All Scrap Plastics,No,84059
Europe,Netherlands,2008,Import,All Scrap Plastics,No,11238378
Europe,Norway,2008,Import,All Scrap Plastics,No,83051
Europe,Poland,2008,Import,All Scrap Plastics,No,48947
Europe,Portugal,2008,Import,All Scrap Plastics,No,1129279
Europe,Romania,2008,Import,All Scrap Plastics,No,411454
Europe,Russia,2008,Import,All Scrap Plastics,No,624613
Europe,Slovenia,2008,Import,All Scrap Plastics,No,24432
Europe,Sweden,2008,Import,All Scrap Plastics,No,795188
North America,Canada,2008,Import,All Scrap Plastics,No,2700714
North America,Mexico,2008,Import,All Scrap Plastics,No,2060485
North America,United States,2008,Import,All Scrap Plastics,No,43644564
Oceania,Australia,2008,Import,All Scrap Plastics,No,142498
Oceania,New Zealand,2008,Import,All Scrap Plastics,No,879229
Oceania,Vanuatu,2008,Import,All Scrap Plastics,No,47276
South America,Brazil,2008,Import,All Scrap Plastics,No,72460
South America,Colombia,2008,Import,All Scrap Plastics,No,15835
South America,Ecuador,2008,Import,All Scrap Plastics,No,11974
South America,Venezuela,2008,Import,All Scrap Plastics,No,7161
Africa,Republic of the Congo,2009,Import,All Scrap Plastics,No,12481
Africa,Egypt,2009,Import,All Scrap Plastics,No,2447
Africa,Madagascar,2009,Import,All Scrap Plastics,No,6847
Africa,Mauritius,2009,Import,All Scrap Plastics,No,8702
Africa,Nigeria,2009,Import,All Scrap Plastics,No,234408
Africa,Seychelles,2009,Import,All Scrap Plastics,No,93088
Africa,Uganda,2009,Import,All Scrap Plastics,No,366845
Africa,South Africa,2009,Import,All Scrap Plastics,No,36121
Asia,United Arab Emirates,2009,Import,All Scrap Plastics,No,2734287
Asia,Bangladesh,2009,Import,All Scrap Plastics,No,129177
Asia,Bhutan,2009,Import,All Scrap Plastics,No,82105
Asia,China,2009,Import,All Scrap Plastics,No,587224
Asia,Cyprus,2009,Import,All Scrap Plastics,No,41903
Asia,Hong Kong,2009,Import,All Scrap Plastics,No,112033
Asia,Indonesia,2009,Import,All Scrap Plastics,No,288110
Asia,Iran,2009,Import,All Scrap Plastics,No,35993
Asia,Israel,2009,Import,All Scrap Plastics,No,36501
Asia,Japan,2009,Import,All Scrap Plastics,No,624862
Asia,South Korea,2009,Import,All Scrap Plastics,No,362455
Asia,Kuwait,2009,Import,All Scrap Plastics,No,1145408
Asia,Lebanon,2009,Import,All Scrap Plastics,No,115012
Asia,Sri Lanka,2009,Import,All Scrap Plastics,No,77545
Asia,Malaysia,2009,Import,All Scrap Plastics,No,4661131
Asia,Nepal,2009,Import,All Scrap Plastics,No,157
Asia,Oman,2009,Import,All Scrap Plastics,No,49563
Asia,Pakistan,2009,Import,All Scrap Plastics,No,21563
Asia,Qatar,2009,Import,All Scrap Plastics,No,110906
Asia,Saudi Arabia,2009,Import,All Scrap Plastics,No,2931508
Asia,Singapore,2009,Import,All Scrap Plastics,No,2002747
Asia,Thailand,2009,Import,All Scrap Plastics,No,598143
Asia,Turkey,2009,Import,All Scrap Plastics,No,204019
Asia,Vietnam,2009,Import,All Scrap Plastics,No,19287
Asia,Chinese Taipei,2009,Import,All Scrap Plastics,No,176231
Asia,Yemen,2009,Import,All Scrap Plastics,No,291656
Europe,Austria,2009,Import,All Scrap Plastics,No,75301
Europe,Belgium,2009,Import,All Scrap Plastics,No,9918742
Europe,Bulgaria,2009,Import,All Scrap Plastics,No,88881
Europe,Belarus,2009,Import,All Scrap Plastics,No,2600
Europe,Switzerland,2009,Import,All Scrap Plastics,No,19497
Europe,Czechia,2009,Import,All Scrap Plastics,No,10699
Europe,Germany,2009,Import,All Scrap Plastics,No,7742394
Europe,Denmark,2009,Import,All Scrap Plastics,No,5952
Europe,Spain,2009,Import,All Scrap Plastics,No,1897993
Europe,Estonia,2009,Import,All Scrap Plastics,No,7302
Europe,Finland,2009,Import,All Scrap Plastics,No,67537
Europe,France,2009,Import,All Scrap Plastics,No,1256026
Europe,United Kingdom,2009,Import,All Scrap Plastics,No,3667634
Europe,Greece,2009,Import,All Scrap Plastics,No,77604
Europe,Croatia,2009,Import,All Scrap Plastics,No,447
Europe,Ireland,2009,Import,All Scrap Plastics,No,26760
Europe,Italy,2009,Import,All Scrap Plastics,No,299122
Europe,Latvia,2009,Import,All Scrap Plastics,No,3374
Europe,Malta,2009,Import,All Scrap Plastics,No,91087
Europe,Netherlands,2009,Import,All Scrap Plastics,No,7537423
Europe,Norway,2009,Import,All Scrap Plastics,No,4597
Europe,Poland,2009,Import,All Scrap Plastics,No,455748
Europe,Portugal,2009,Import,All Scrap Plastics,No,255520
Europe,Romania,2009,Import,All Scrap Plastics,No,265842
Europe,Russia,2009,Import,All Scrap Plastics,No,446900
Europe,Slovakia,2009,Import,All Scrap Plastics,No,7471
Europe,Slovenia,2009,Import,All Scrap Plastics,No,10421
Europe,Sweden,2009,Import,All Scrap Plastics,No,766333
North America,Canada,2009,Import,All Scrap Plastics,No,2090277
North America,Costa Rica,2009,Import,All Scrap Plastics,No,7568
North America,Guatemala,2009,Import,All Scrap Plastics,No,12544
North America,Mexico,2009,Import,All Scrap Plastics,No,577826
North America,Nicaragua,2009,Import,All Scrap Plastics,No,10158
North America,United States,2009,Import,All Scrap Plastics,No,57216816
Oceania,Australia,2009,Import,All Scrap Plastics,No,453935
Oceania,New Zealand,2009,Import,All Scrap Plastics,No,56056
South America,Argentina,2009,Import,All Scrap Plastics,No,11871
South America,Brazil,2009,Import,All Scrap Plastics,No,70860
South America,Colombia,2009,Import,All Scrap Plastics,No,5946
South America,Paraguay,2009,Import,All Scrap Plastics,No,25508
South America,Venezuela,2009,Import,All Scrap Plastics,No,7659
Africa,Egypt,2010,Import,All Scrap Plastics,No,159880
Africa,Gabon,2010,Import,All Scrap Plastics,No,25480
Africa,Ghana,2010,Import,All Scrap Plastics,No,9472
Africa,Nigeria,2010,Import,All Scrap Plastics,No,33756
Africa,Seychelles,2010,Import,All Scrap Plastics,No,174940
Africa,Tunisia,2010,Import,All Scrap Plastics,No,110864
Africa,Tanzania,2010,Import,All Scrap Plastics,No,1623
Africa,Uganda,2010,Import,All Scrap Plastics,No,155028
Africa,South Africa,2010,Import,All Scrap Plastics,No,58691
Asia,United Arab Emirates,2010,Import,All Scrap Plastics,No,2792463
Asia,Bangladesh,2010,Import,All Scrap Plastics,No,18271
Asia,Bahrain,2010,Import,All Scrap Plastics,No,61158
Asia,Bhutan,2010,Import,All Scrap Plastics,No,132969
Asia,China,2010,Import,All Scrap Plastics,No,633226
Asia,Cyprus,2010,Import,All Scrap Plastics,No,16058
Asia,Hong Kong,2010,Import,All Scrap Plastics,No,77467
Asia,Indonesia,2010,Import,All Scrap Plastics,No,85006
Asia,Iran,2010,Import,All Scrap Plastics,No,161043
Asia,Israel,2010,Import,All Scrap Plastics,No,139097
Asia,Japan,2010,Import,All Scrap Plastics,No,703166
Asia,South Korea,2010,Import,All Scrap Plastics,No,41268
Asia,Kuwait,2010,Import,All Scrap Plastics,No,1231999
Asia,Lebanon,2010,Import,All Scrap Plastics,No,168508
Asia,Sri Lanka,2010,Import,All Scrap Plastics,No,35942
Asia,Maldives,2010,Import,All Scrap Plastics,No,17073
Asia,Malaysia,2010,Import,All Scrap Plastics,No,5851515
Asia,Oman,2010,Import,All Scrap Plastics,No,14567
Asia,Philippines,2010,Import,All Scrap Plastics,No,1751
Asia,Qatar,2010,Import,All Scrap Plastics,No,37972
Asia,Saudi Arabia,2010,Import,All Scrap Plastics,No,2483649
Asia,Singapore,2010,Import,All Scrap Plastics,No,548343
Asia,Thailand,2010,Import,All Scrap Plastics,No,546766
Asia,Turkey,2010,Import,All Scrap Plastics,No,286007
Asia,Vietnam,2010,Import,All Scrap Plastics,No,27664
Asia,Chinese Taipei,2010,Import,All Scrap Plastics,No,228431
Asia,Yemen,2010,Import,All Scrap Plastics,No,60845
Europe,Austria,2010,Import,All Scrap Plastics,No,33416
Europe,Belgium,2010,Import,All Scrap Plastics,No,6206783
Europe,Bulgaria,2010,Import,All Scrap Plastics,No,130546
Europe,Switzerland,2010,Import,All Scrap Plastics,No,22230
Europe,Czechia,2010,Import,All Scrap Plastics,No,11436
Europe,Germany,2010,Import,All Scrap Plastics,No,12442560
Europe,Denmark,2010,Import,All Scrap Plastics,No,82125
Europe,Spain,2010,Import,All Scrap Plastics,No,1277144
Europe,Finland,2010,Import,All Scrap Plastics,No,10316
Europe,France,2010,Import,All Scrap Plastics,No,1051630
Europe,United Kingdom,2010,Import,All Scrap Plastics,No,2013834
Europe,Greece,2010,Import,All Scrap Plastics,No,86764
Europe,Croatia,2010,Import,All Scrap Plastics,No,60147
Europe,Hungary,2010,Import,All Scrap Plastics,No,6974
Europe,Ireland,2010,Import,All Scrap Plastics,No,197018
Europe,Italy,2010,Import,All Scrap Plastics,No,1225389
Europe,Luxembourg,2010,Import,All Scrap Plastics,No,6118
Europe,Latvia,2010,Import,All Scrap Plastics,No,3600
Europe,Netherlands,2010,Import,All Scrap Plastics,No,11385498
Europe,Norway,2010,Import,All Scrap Plastics,No,84602
Europe,Poland,2010,Import,All Scrap Plastics,No,491296
Europe,Portugal,2010,Import,All Scrap Plastics,No,82025
Europe,Romania,2010,Import,All Scrap Plastics,No,266381
Europe,Russia,2010,Import,All Scrap Plastics,No,402343
Europe,Slovenia,2010,Import,All Scrap Plastics,No,21246
Europe,Sweden,2010,Import,All Scrap Plastics,No,30369
Europe,Ukraine,2010,Import,All Scrap Plastics,No,9490
North America,Barbados,2010,Import,All Scrap Plastics,No,35000
North America,Canada,2010,Import,All Scrap Plastics,No,3137786
North America,Mexico,2010,Import,All Scrap Plastics,No,1321359
North America,United States,2010,Import,All Scrap Plastics,No,56106053
Oceania,Australia,2010,Import,All Scrap Plastics,No,816093
Oceania,New Zealand,2010,Import,All Scrap Plastics,No,284726
South America,Brazil,2010,Import,All Scrap Plastics,No,123163
South America,Chile,2010,Import,All Scrap Plastics,No,76029
South America,Colombia,2010,Import,All Scrap Plastics,No,4442
South America,Venezuela,2010,Import,All Scrap Plastics,No,53360
Africa,Egypt,2011,Import,All Scrap Plastics,No,62613
Africa,Libya,2011,Import,All Scrap Plastics,No,12541
Africa,Morocco,2011,Import,All Scrap Plastics,No,19060
Africa,Sudan,2011,Import,All Scrap Plastics,No,1429
Africa,Senegal,2011,Import,All Scrap Plastics,No,17140
Africa,Seychelles,2011,Import,All Scrap Plastics,No,166025
Africa,Tunisia,2011,Import,All Scrap Plastics,No,162722
Africa,Tanzania,2011,Import,All Scrap Plastics,No,18096
Africa,South Africa,2011,Import,All Scrap Plastics,No,141761
Asia,United Arab Emirates,2011,Import,All Scrap Plastics,No,2722668
Asia,Bangladesh,2011,Import,All Scrap Plastics,No,207268
Asia,Bahrain,2011,Import,All Scrap Plastics,No,177510
Asia,Bhutan,2011,Import,All Scrap Plastics,No,211108
Asia,China,2011,Import,All Scrap Plastics,No,311328
Asia,Cyprus,2011,Import,All Scrap Plastics,No,26005
Asia,Hong Kong,2011,Import,All Scrap Plastics,No,151190
Asia,Indonesia,2011,Import,All Scrap Plastics,No,108699
Asia,Iran,2011,Import,All Scrap Plastics,No,474603
Asia,Israel,2011,Import,All Scrap Plastics,No,177589
Asia,Japan,2011,Import,All Scrap Plastics,No,357598
Asia,South Korea,2011,Import,All Scrap Plastics,No,94329
Asia,Kuwait,2011,Import,All Scrap Plastics,No,687948
Asia,Lebanon,2011,Import,All Scrap Plastics,No,10101
Asia,Sri Lanka,2011,Import,All Scrap Plastics,No,43542
Asia,Maldives,2011,Import,All Scrap Plastics,No,96612
Asia,Burma,2011,Import,All Scrap Plastics,No,33307
Asia,Malaysia,2011,Import,All Scrap Plastics,No,3277543
Asia,Nepal,2011,Import,All Scrap Plastics,No,28189
Asia,Oman,2011,Import,All Scrap Plastics,No,14393
Asia,Philippines,2011,Import,All Scrap Plastics,No,193251
Asia,Qatar,2011,Import,All Scrap Plastics,No,31595
Asia,Saudi Arabia,2011,Import,All Scrap Plastics,No,2392104
Asia,Singapore,2011,Import,All Scrap Plastics,No,510653
Asia,Thailand,2011,Import,All Scrap Plastics,No,402591
Asia,Turkey,2011,Import,All Scrap Plastics,No,289319
Asia,Vietnam,2011,Import,All Scrap Plastics,No,38958
Asia,Chinese Taipei,2011,Import,All Scrap Plastics,No,122194
Asia,Yemen,2011,Import,All Scrap Plastics,No,340960
Europe,Austria,2011,Import,All Scrap Plastics,No,80557
Europe,Belgium,2011,Import,All Scrap Plastics,No,5295028
Europe,Bulgaria,2011,Import,All Scrap Plastics,No,7731
Europe,Switzerland,2011,Import,All Scrap Plastics,No,2258
Europe,Czechia,2011,Import,All Scrap Plastics,No,32215
Europe,Germany,2011,Import,All Scrap Plastics,No,20531529
Europe,Denmark,2011,Import,All Scrap Plastics,No,160692
Europe,Spain,2011,Import,All Scrap Plastics,No,2233478
Europe,Finland,2011,Import,All Scrap Plastics,No,17325
Europe,France,2011,Import,All Scrap Plastics,No,1497505
Europe,United Kingdom,2011,Import,All Scrap Plastics,No,4160734
Europe,Greece,2011,Import,All Scrap Plastics,No,151589
Europe,Croatia,2011,Import,All Scrap Plastics,No,14316
Europe,Ireland,2011,Import,All Scrap Plastics,No,190808
Europe,Iceland,2011,Import,All Scrap Plastics,No,16817
Europe,Italy,2011,Import,All Scrap Plastics,No,1756252
Europe,Lithuania,2011,Import,All Scrap Plastics,No,12029
Europe,Latvia,2011,Import,All Scrap Plastics,No,557514
Europe,Netherlands,2011,Import,All Scrap Plastics,No,11337912
Europe,Norway,2011,Import,All Scrap Plastics,No,650647
Europe,Poland,2011,Import,All Scrap Plastics,No,48144
Europe,Portugal,2011,Import,All Scrap Plastics,No,1156767
Europe,Romania,2011,Import,All Scrap Plastics,No,159334
Europe,Russia,2011,Import,All Scrap Plastics,No,360301
Europe,Slovenia,2011,Import,All Scrap Plastics,No,25473
Europe,Sweden,2011,Import,All Scrap Plastics,No,74836
North America,Canada,2011,Import,All Scrap Plastics,No,2940741
North America,Mexico,2011,Import,All Scrap Plastics,No,953659
North America,El Salvador,2011,Import,All Scrap Plastics,No,7337
North America,United States,2011,Import,All Scrap Plastics,No,43457792
Oceania,Australia,2011,Import,All Scrap Plastics,No,621596
Oceania,New Zealand,2011,Import,All Scrap Plastics,No,770363
South America,Brazil,2011,Import,All Scrap Plastics,No,375189
South America,Chile,2011,Import,All Scrap Plastics,No,191480
South America,Ecuador,2011,Import,All Scrap Plastics,No,40281
South America,Venezuela,2011,Import,All Scrap Plastics,No,21534
Africa,Algeria,2012,Import,All Scrap Plastics,No,2555
Africa,Gambia,2012,Import,All Scrap Plastics,No,1485
Africa,Morocco,2012,Import,All Scrap Plastics,No,71455
Africa,Senegal,2012,Import,All Scrap Plastics,No,18772
Africa,Seychelles,2012,Import,All Scrap Plastics,No,28602
Africa,Tunisia,2012,Import,All Scrap Plastics,No,26553
Africa,Uganda,2012,Import,All Scrap Plastics,No,78152
Africa,South Africa,2012,Import,All Scrap Plastics,No,388113
Asia,United Arab Emirates,2012,Import,All Scrap Plastics,No,2748294
Asia,Bangladesh,2012,Import,All Scrap Plastics,No,10326
Asia,Bahrain,2012,Import,All Scrap Plastics,No,76080
Asia,Bhutan,2012,Import,All Scrap Plastics,No,222841
Asia,China,2012,Import,All Scrap Plastics,No,340718
Asia,Cyprus,2012,Import,All Scrap Plastics,No,55068
Asia,Hong Kong,2012,Import,All Scrap Plastics,No,11865
Asia,Indonesia,2012,Import,All Scrap Plastics,No,272559
Asia,Iran,2012,Import,All Scrap Plastics,No,9812
Asia,Israel,2012,Import,All Scrap Plastics,No,238999
Asia,Japan,2012,Import,All Scrap Plastics,No,1065428
Asia,South Korea,2012,Import,All Scrap Plastics,No,92827
Asia,Kuwait,2012,Import,All Scrap Plastics,No,72355
Asia,Lebanon,2012,Import,All Scrap Plastics,No,4960
Asia,Sri Lanka,2012,Import,All Scrap Plastics,No,50086
Asia,Maldives,2012,Import,All Scrap Plastics,No,48044
Asia,Malaysia,2012,Import,All Scrap Plastics,No,2625589
Asia,Nepal,2012,Import,All Scrap Plastics,No,8724
Asia,Oman,2012,Import,All Scrap Plastics,No,180681
Asia,Philippines,2012,Import,All Scrap Plastics,No,20631
Asia,Qatar,2012,Import,All Scrap Plastics,No,21135
Asia,Saudi Arabia,2012,Import,All Scrap Plastics,No,3140062
Asia,Singapore,2012,Import,All Scrap Plastics,No,928734
Asia,Thailand,2012,Import,All Scrap Plastics,No,617198
Asia,Turkey,2012,Import,All Scrap Plastics,No,226434
Asia,Vietnam,2012,Import,All Scrap Plastics,No,258245
Asia,Chinese Taipei,2012,Import,All Scrap Plastics,No,135467
Asia,Yemen,2012,Import,All Scrap Plastics,No,19573
Europe,Austria,2012,Import,All Scrap Plastics,No,36477
Europe,Belgium,2012,Import,All Scrap Plastics,No,6070230
Europe,Bulgaria,2012,Import,All Scrap Plastics,No,84622
Europe,Switzerland,2012,Import,All Scrap Plastics,No,31472
Europe,Czechia,2012,Import,All Scrap Plastics,No,64621
Europe,Germany,2012,Import,All Scrap Plastics,No,21773495
Europe,Denmark,2012,Import,All Scrap Plastics,No,16867
Europe,Spain,2012,Import,All Scrap Plastics,No,4878578
Europe,Finland,2012,Import,All Scrap Plastics,No,9278
Europe,France,2012,Import,All Scrap Plastics,No,2645298
Europe,United Kingdom,2012,Import,All Scrap Plastics,No,6784206
Europe,Greece,2012,Import,All Scrap Plastics,No,306109
Europe,Ireland,2012,Import,All Scrap Plastics,No,96761
Europe,Italy,2012,Import,All Scrap Plastics,No,3404919
Europe,Latvia,2012,Import,All Scrap Plastics,No,83493
Europe,Malta,2012,Import,All Scrap Plastics,No,29711
Europe,Netherlands,2012,Import,All Scrap Plastics,No,12807905
Europe,Norway,2012,Import,All Scrap Plastics,No,575047
Europe,Poland,2012,Import,All Scrap Plastics,No,58291
Europe,Portugal,2012,Import,All Scrap Plastics,No,2239391
Europe,Romania,2012,Import,All Scrap Plastics,No,234498
Europe,Russia,2012,Import,All Scrap Plastics,No,326879
Europe,Slovakia,2012,Import,All Scrap Plastics,No,14890
Europe,Slovenia,2012,Import,All Scrap Plastics,No,310681
Europe,Sweden,2012,Import,All Scrap Plastics,No,143301
Europe,Ukraine,2012,Import,All Scrap Plastics,No,5297
North America,Bahamas,2012,Import,All Scrap Plastics,No,8798
North America,Canada,2012,Import,All Scrap Plastics,No,3466127
North America,Costa Rica,2012,Import,All Scrap Plastics,No,5064
North America,Mexico,2012,Import,All Scrap Plastics,No,494753
North America,United States,2012,Import,All Scrap Plastics,No,48904637
Oceania,Australia,2012,Import,All Scrap Plastics,No,1255864
Oceania,Fiji,2012,Import,All Scrap Plastics,No,44642
Oceania,New Zealand,2012,Import,All Scrap Plastics,No,1059162
South America,Chile,2012,Import,All Scrap Plastics,No,560347
Africa,Algeria,2013,Import,All Scrap Plastics,No,84275
Africa,Gambia,2013,Import,All Scrap Plastics,No,3848
Africa,Morocco,2013,Import,All Scrap Plastics,No,175767
Africa,Mozambique,2013,Import,All Scrap Plastics,No,12002
Africa,Rwanda,2013,Import,All Scrap Plastics,No,13914
Africa,Sudan,2013,Import,All Scrap Plastics,No,8999
Africa,Seychelles,2013,Import,All Scrap Plastics,No,26061
Africa,Tunisia,2013,Import,All Scrap Plastics,No,2620
Africa,Tanzania,2013,Import,All Scrap Plastics,No,558
Africa,South Africa,2013,Import,All Scrap Plastics,No,320541
Asia,United Arab Emirates,2013,Import,All Scrap Plastics,No,2939939
Asia,Bangladesh,2013,Import,All Scrap Plastics,No,39954
Asia,Bahrain,2013,Import,All Scrap Plastics,No,194503
Asia,China,2013,Import,All Scrap Plastics,No,850201
Asia,Cyprus,2013,Import,All Scrap Plastics,No,377180
Asia,Georgia,2013,Import,All Scrap Plastics,No,45065
Asia,Hong Kong,2013,Import,All Scrap Plastics,No,152388
Asia,Indonesia,2013,Import,All Scrap Plastics,No,444853
Asia,Iran,2013,Import,All Scrap Plastics,No,38972
Asia,Iraq,2013,Import,All Scrap Plastics,No,15000
Asia,Israel,2013,Import,All Scrap Plastics,No,327545
Asia,Jordan,2013,Import,All Scrap Plastics,No,6013
Asia,Japan,2013,Import,All Scrap Plastics,No,921189
Asia,South Korea,2013,Import,All Scrap Plastics,No,57942
Asia,Kuwait,2013,Import,All Scrap Plastics,No,1675176
Asia,Lebanon,2013,Import,All Scrap Plastics,No,6581
Asia,Sri Lanka,2013,Import,All Scrap Plastics,No,158173
Asia,Maldives,2013,Import,All Scrap Plastics,No,22271
Asia,Malaysia,2013,Import,All Scrap Plastics,No,2992570
Asia,Nepal,2013,Import,All Scrap Plastics,No,16071
Asia,Oman,2013,Import,All Scrap Plastics,No,301969
Asia,Pakistan,2013,Import,All Scrap Plastics,No,71127
Asia,Qatar,2013,Import,All Scrap Plastics,No,56534
Asia,Saudi Arabia,2013,Import,All Scrap Plastics,No,4617542
Asia,Singapore,2013,Import,All Scrap Plastics,No,387956
Asia,Thailand,2013,Import,All Scrap Plastics,No,618770
Asia,Turkey,2013,Import,All Scrap Plastics,No,505735
Asia,Vietnam,2013,Import,All Scrap Plastics,No,957063
Asia,Chinese Taipei,2013,Import,All Scrap Plastics,No,279156
Asia,Yemen,2013,Import,All Scrap Plastics,No,37328
Europe,Austria,2013,Import,All Scrap Plastics,No,65528
Europe,Belgium,2013,Import,All Scrap Plastics,No,14374774
Europe,Bulgaria,2013,Import,All Scrap Plastics,No,247024
Europe,Switzerland,2013,Import,All Scrap Plastics,No,35672
Europe,Czechia,2013,Import,All Scrap Plastics,No,790510
Europe,Germany,2013,Import,All Scrap Plastics,No,24141372
Europe,Denmark,2013,Import,All Scrap Plastics,No,13463
Europe,Spain,2013,Import,All Scrap Plastics,No,5552087
Europe,Estonia,2013,Import,All Scrap Plastics,No,164545
Europe,Finland,2013,Import,All Scrap Plastics,No,160677
Europe,France,2013,Import,All Scrap Plastics,No,2433479
Europe,United Kingdom,2013,Import,All Scrap Plastics,No,7888668
Europe,Greece,2013,Import,All Scrap Plastics,No,211982
Europe,Ireland,2013,Import,All Scrap Plastics,No,759079
Europe,Italy,2013,Import,All Scrap Plastics,No,3685031
Europe,Latvia,2013,Import,All Scrap Plastics,No,17466
Europe,Malta,2013,Import,All Scrap Plastics,No,77566
Europe,Netherlands,2013,Import,All Scrap Plastics,No,14240720
Europe,Norway,2013,Import,All Scrap Plastics,No,700435
Europe,Poland,2013,Import,All Scrap Plastics,No,302823
Europe,Portugal,2013,Import,All Scrap Plastics,No,3825060
Europe,Romania,2013,Import,All Scrap Plastics,No,33055
Europe,Russia,2013,Import,All Scrap Plastics,No,66282
Europe,Slovakia,2013,Import,All Scrap Plastics,No,1043764
Europe,Slovenia,2013,Import,All Scrap Plastics,No,302310
Europe,Sweden,2013,Import,All Scrap Plastics,No,68187
North America,Bahamas,2013,Import,All Scrap Plastics,No,109357
North America,Bermuda,2013,Import,All Scrap Plastics,No,35908
North America,Canada,2013,Import,All Scrap Plastics,No,3567172
North America,Dominican Republic,2013,Import,All Scrap Plastics,No,13496
North America,Honduras,2013,Import,All Scrap Plastics,No,19016
North America,Haiti,2013,Import,All Scrap Plastics,No,9177
North America,Mexico,2013,Import,All Scrap Plastics,No,233614
North America,El Salvador,2013,Import,All Scrap Plastics,No,16565
North America,United States,2013,Import,All Scrap Plastics,No,58111911
Oceania,Australia,2013,Import,All Scrap Plastics,No,1173510
Oceania,Fiji,2013,Import,All Scrap Plastics,No,59402
Oceania,New Zealand,2013,Import,All Scrap Plastics,No,807108
South America,Chile,2013,Import,All Scrap Plastics,No,1089180
Africa,Republic of the Congo,2014,Import,All Scrap Plastics,No,8506
Africa,Algeria,2014,Import,All Scrap Plastics,No,65104
Africa,Egypt,2014,Import,All Scrap Plastics,No,32708
Africa,Ghana,2014,Import,All Scrap Plastics,No,10896
Africa,Kenya,2014,Import,All Scrap Plastics,No,39818
